289;Empacar Y Sellar Paquete;0;0.01055
293;Sellar Bolsa;0;0.00166
293;Pegar Etiqueta;0;0.00166
293;Armar Contenido;0;0.0125
293;Envolver Y Empacar Paquete;0;0.04027
293;Sellar Paquete;0;0.00472
294;Envolver Baton Instrumentista;0;0.00833
294;Armar Contenido;0;0.01388
294;Envolver Paquete;0;0.02777
294;Pegar Etiqueta Al Baton;0;0.00166
294;Pegar Etiqueta;0;0.00166
294;Empacar Y Sellar Paquete;0;0.01055
295;Pegar Etiqueta;0;0.00166
295;Armar Contenido;0;0.0125
295;Envolver Y Empacar Paquete;0;0.03055
295;Sellar Paquete;0;0.00472
299;Armar Contenido;0;0.01388
299;Envolver Paquete Sobre Cubremesa;0;0.02777
299;Pegar Etiqueta;0;0.00166
299;Empacar Y Sellar Paquete;0;0.01055
301;Armar Contenido;0;0.01388
301;Envolver Paquete Sobre Cubremesa;0;0.02777
301;Pegar Etiqueta;0;0.00166
301;Empacar Y Sellar Paquete;0;0.01055
302;Tiempo De Alistamiento Del Carro;0;0.05
302;Controlar Parametros Del Equipo;0;0.6
302;Embalar Producto Esteril;0;0.05
302;Tiempo De Alistamiento Del Equipo;0;0.066666
303;Envolver Baton Instrumentista;0;0.00833
303;Armar Contenido;0;0.01388
303;Envolver Paquete;0;0.02777
303;Pegar Etiqueta Al Baton;0;0.00166
303;Pegar Etiqueta;0;0.00166
303;Empacar Y Sellar Paquete;0;0.01055
308;Alistamiento;0;6.04E-05
308;Extendido;0;0.000157004
308;Trazado;0;3.02E-05
308;Corte;0;0.000157004
312;Tiempo De Alistamiento Del Carro;0;0.05
312;Controla Parametros Del Equipo;0;0.5
312;Embalar Producto Esteril;0;0.05
312;Tiempo De Alistamiento Del Equipo;0;0.055555
313;Armar Contenido;0;0.01666
313;Envolver Baton Instrumentista;0;0.00833
313;Envolver Paquete En Cubremesa;0;0.03333
313;Sellar Bolsa;0;0.00166
313;Pegar Etiqueta;0;0.00166
313;Empacar  Y Sellar Paquete;0;0.01333
317;Pegar Etiqueta;0;0.00166
317;Armar Contenido;0;0.0125
317;Envolver Paquete Sobre Cubremesa;0;0.02499
317;Empacar Paquete Con Etiqueta;0;0.00777
317;Sellar Paquete;0;0.00472
320;Pegar Etiqueta;0;0.00166
320;Envolver Y Empacar;0;0.0125
320;Sellar Paquete;0;0.00166
320;Hacer Pqte;0;0.01583
336;Sesgar Peto;0;0.0025
336;Pulir Doblar Empacar;0;0.005
343;Pegar Bolsillo Blusa Marquilla;0;0.00833
343;Cerrar Blusa;0;0.01
343;Sesgar Blusa;0;0.00527
343;Cerrar Pantalon;0;0.01833
343;Sesgar Pantalon;0;0.00527
343;Pulir Y Doblar Pantalon;0;0.01666
343;Pulir Y Doblar Blusa Pijama;0;0.01416
343;Armar Y Empacar Pijama;0;0.00666
345;Pegar Bolsillo Blusa Marquilla;0;0.00833
345;Cerrar Blusa;0;0.01
345;Sesgar Blusa;0;0.00527
345;Cerrar Pantalon;0;0.01833
345;Sesgar Pantalon;0;0.00527
345;Pulir Y Doblar Pantalon;0;0.01666
345;Pulir Y Doblar Blusa Pijama;0;0.01416
345;Armar Y Empacar Pijama;0;0.00666
351;Marcar Y Abrir Absorbente;0;0.00833
351;Pegar Cinta Al Borde De La Fenestra;0;0.02361
351;Posicio Absorv.Abrir Fenes.Doblar;0;0.02083
351;Empacar Campo Y Sellar;0;0.0016666
352;Sesgar Puntas;0;0.00833
352;Pulir,Doblar Y Empacar;0;0.01166
353;Alistamiento;0;2.78E-05
353;Extendido;0;0.000107253
353;Trazado;0;2.31E-05
353;Corte;0;0.000052469
354;Doblar,Empacar,Sellar;0;0.00638
355;Doblar;0;0.01
356;Doblar;0;0.01
357;Alistar Y Embalar 2 Carros;0;0.035714286
358;Pegar Etiqueta;0;0.00166
358;Doblar Sabana;0;0.01111
358;Empacar Sabana;0;0.00166
358;Sellar Paquete;0;0.00166
359;Doblar,Empacar,Sellar;0;0.01999
361;Alistar Y Embalar 2 Carros;0;0.035714286
362;Hacer Sabana Completa;0;0.02111
363;Doblar,Empacar,Sellar;0;0.01194
366;Pegar Cinta;0;0.00527
366;Doblar Sabana;0;0.01138
369;Tiempo De Alistamiento Del Carro;0;0.13333
369;Controlar Parametros Del Equipo;0;0.5
369;Embalar Producto Esteril;0;0.13333
369;Tiempo De Alistamiento De Equipo;0;0.0833325
370;Doblar,Empacar,Sellar;0;0.01999
371; Doblar;0;0.01416
373;Pegar Etiqueta;0;0.00166
373;Envolver Y Empacar;0;0.02499
373;Sellar Paquete;0;0.00444
375;Resortar Sabana;0;0.005
375;Pulir,Doblar Y Empacar Sabana;0;0.01111
378;Resortar Sabana;0;0.005
378;Pulir,Doblar Y Empacar Sabana;0;0.01111
381;Resortar Sabana;0;0.005
381;Fijar Tira Sesgo 4*0.90 Collarin;0;0.01
381;Pulir Doblar Y Empacar;0;0.01055
386;Doblar,Empacar,Sellar;0;0.01
388;Resortar Funda;0;0.01333
388;Pulir,Doblar Funda;0;0.0125
389;Pegar Etiqueta;0;0.00166
389;Doblar Sabana;0;0.015
389;Empacar Sabana;0;0.00222
389;Sellar Paquete;0;0.00138
393;Resortar Sabana;0;0.005
393;Pulir,Doblar Y Empacar Sabana;0;0.01111
396;Abrir Fenestracion Al Campo;0;0.01111
396;Doblar Campo;0;0.00361
396;Pegar Cinta Y Refilar;0;0.01388
397;Pegar Cinta Refuerzo;0;0.005
397;Pegar Tiras Con Ultrasonido;0;0.01
397;Pegar Y Cerrar Mangas Con Refuerzo;0;0.02833
397;Sesgar Cuello Con Marquilla;0;0.00611
397;Pegar Pu?Os;0;0.00777
397;Pulir Doblar Y Empacar;0;0.01999
398;Marcar Y Abrir Fenestracion,Cinta Y Adap;0;0.02611
400;Alistamiento;0;0.000138888
400;Extendido;0;0.000833333
400;Trazado;0;0.000104167
400;Corte;0;0.000451388
405;Armar Contenido;0;0.01388
405;Envolver Baton Instrumentista;0;0.00833
405;Envolver Y Empacar Paquete;0;0.02777
405;Pegar Etiqueta;0;0.00166
405;Emapcar Y Sellar Paquete;0;0.01055
406;Tiempo De Alistamiento Del Carro;0;0.05
406;Controlar Paramentros Del Equipo;0;0.6
406;Embalar Producto Esteril;0;0.05
406;Tiempo De Alistamiento Del Equipo;0;0.066666
407;Marcar Y Abrir Absorbente * 4;0;0.02166
407;Posicionar Plastico Al Borde Del Campo;0;0.01944
407;Posicionar Contac Y Sili,Abrir Y Doblar;0;0.07138
411;Hacer Tapaboca Con Tira;0;0.000690228
411;Empacar Tapaboca Por Unidad;0;0.001862069
412;Hacer Tapaboca Con Elastico;0;0.001032406
412;Empacar Tapaboca Con Elastico;0;0.00097685
413;Hacer Frontal Para Tapaboca;0;0.000193573
414;Hacer Frontal Para Tapaboca;0;0.000193573
420;Pegar Tiras Con Silicona;0;0.0025
420;Pegar Y Cerra Mangas;0;0.01583
420;Sesgar Cuello Con Marquilla;0;0.00444
420;Resorta Pu?Os;0;0.00444
420;Pulir,Doblar,Empacar,Sellar;0;0.01638
425;Pegar Etiqueta;0;0.00166
425;Marcar Y Abrir Fenes * 4Und;0;0.00361
425;Pegar Cinta;0;0.00833
425;Doblar;0;0.00472
425;Envolver Y Empacar Campo;0;0.00694
425;Sellar Paquete;0;0.00166
426;Tiempo De Alistamiento Del Carro;0;0.13333
426;Controlar Parametros Del Equipo;0;0.5
426;Embalar Producto Esteril;0;0.13333
426;Tiempo De Alistamiento De Equipo;0;0.0833325
427;Alistamiento;0;3.73E-05
427;Extendido;0;0.000161184
427;Trazado;0;2.74E-05
